genome
EHA03536_bin.18
EHA03536_bin.21
EHA03536_bin.27
EHA03536_bin.80
EHA04634_bin.12
EHA04634_bin.15
EHA04634_bin.25
EHA04634_bin.3
EHA04634_bin.6
EHA04635_bin.1
EHA04635_bin.24
EHA04635_bin.27
EHA04635_bin.7
EHA04635_bin.9
EHA04636_bin.1
EHA04636_bin.30
EHA04636_bin.39
EHA04637_bin.11
EHA04637_bin.13
EHA04637_bin.18
EHA04637_bin.29
EHA04638_bin.14
EHA04638_bin.17
EHA04638_bin.4
EHA04638_bin.8
EHA04638_bin.9
EHA04639_bin.10
EHA04639_bin.5
EHA04640_bin.15
EHA04640_bin.16
EHA04640_bin.17
EHA04640_bin.24
EHA04640_bin.26
EHA04640_bin.30
EHA04641_bin.11
EHA04641_bin.19
EHA04641_bin.22
EHA04641_bin.24
EHA04641_bin.26
EHA04642_bin.15
EHA04642_bin.1
EHA04642_bin.2
EHA04642_bin.31
EHA04642_bin.35
EHA04643_bin.14
EHA04643_bin.26
EHA04643_bin.9
EHA04644_bin.21
EHA04645_bin.12
EHA04645_bin.22
EHA04645_bin.4
EHA04646_bin.19
EHA04646_bin.23
EHA04646_bin.24
EHA04646_bin.28
EHA04647_bin.15
EHA04647_bin.17
EHA04647_bin.20
EHA04647_bin.23
EHA04647_bin.38
EHA04647_bin.3
EHA04648_bin.14
EHA04648_bin.15
EHA04648_bin.25
EHA04648_bin.26
EHA04649_bin.16
EHA04649_bin.27
EHA04649_bin.3
EHA04650_bin.12
EHA04650_bin.1
EHA04650_bin.32
EHA04650_bin.35
EHA04650_bin.3
EHA04650_bin.41
EHA04650_bin.5
EHA04651_bin.18
EHA04651_bin.2
EHA04651_bin.31
EHA04651_bin.5
EHA04652_bin.10
EHA04652_bin.20
EHA04652_bin.27
EHA04652_bin.29
EHA04653_bin.11
EHA04653_bin.12
EHA04653_bin.18
EHA04653_bin.1
EHA04653_bin.21
EHA04653_bin.7
EHA04654_bin.13
EHA04654_bin.27
EHA04654_bin.31
EHA04654_bin.8
EHA04655_bin.13
EHA04655_bin.1
EHA04655_bin.42
EHA04656_bin.15
EHA04656_bin.33
EHA04656_bin.3
EHA04656_bin.7
EHA04657_bin.20
EHA04657_bin.36
EHA04657_bin.37
EHA04657_bin.8
EHA04658_bin.1
EHA04658_bin.20
EHA04658_bin.21
EHA04658_bin.28
EHA04658_bin.36
EHA04658_bin.40
EHA04658_bin.42
EHA04658_bin.46
EHA04658_bin.6
EHA04659_bin.12
EHA04659_bin.17
EHA04659_bin.1
EHA04659_bin.24
EHA04659_bin.26
EHA04659_bin.8
EHA04660_bin.4
EHA04660_bin.5
EHA04661_bin.11
EHA04661_bin.14
EHA04661_bin.19
EHA04661_bin.29
EHA04661_bin.31
EHA04661_bin.8
EHA04661_bin.9
EHA04662_bin.22
EHA04662_bin.28
EHA04663_bin.18
EHA04663_bin.22
EHA04663_bin.24
EHA04664_bin.12
EHA04664_bin.16
EHA04664_bin.19
EHA04664_bin.1
EHA04664_bin.31
EHA04664_bin.3
EHA04664_bin.9
EHA04665_bin.11
EHA04665_bin.12
EHA04665_bin.29
EHA04665_bin.2
EHA04665_bin.38
EHA04665_bin.5
EHA04666_bin.17
EHA04666_bin.26
EHA04667_bin.19
EHA04667_bin.1
EHA04667_bin.27
EHA04667_bin.29
EHA04667_bin.31
EHA04667_bin.34
EHA04667_bin.8
EHA04668_bin.16
EHA04668_bin.22
EHA04669_bin.21
EHA04669_bin.24
EHA04669_bin.2
EHA04669_bin.38
EHA04669_bin.39
EHA04669_bin.42
EHA04670_bin.13
EHA04670_bin.14
EHA04670_bin.3
EHA04670_bin.5
EHA04671_bin.15
EHA04671_bin.38
EHA04671_bin.44
EHA04671_bin.46
EHA04672_bin.18
EHA04672_bin.20
EHA04672_bin.24
EHA04672_bin.2
EHA04672_bin.34
EHA04672_bin.43
EHA04672_bin.8
EHA04673_bin.1
EHA04673_bin.27
EHA04673_bin.37
EHA04673_bin.7
EHA04673_bin.9
EHA04674_bin.20
EHA04674_bin.24
EHA04674_bin.27
EHA04674_bin.28
EHA04674_bin.5
EHA04675_bin.24
EHA04675_bin.37
EHA04675_bin.38
EHA04675_bin.3
EHA04675_bin.40
EHA04675_bin.7
EHA04675_bin.8
EHA04676_bin.12
EHA04676_bin.25
EHA04676_bin.33
EHA04676_bin.4
EHA04676_bin.6
EHA04677_bin.16
EHA04677_bin.30
EHA04677_bin.6
EHA04678_bin.13
EHA04678_bin.17
EHA04767_bin.8
EHA04768_bin.104
EHA04768_bin.108
EHA04768_bin.113
EHA04768_bin.115
EHA04768_bin.120
EHA04768_bin.23
EHA04768_bin.24
EHA04768_bin.29
EHA04768_bin.50
EHA04768_bin.51
EHA04768_bin.54
EHA04768_bin.58
EHA04768_bin.59
EHA04768_bin.67
EHA04768_bin.68
EHA04768_bin.70
EHA04768_bin.73
EHA04768_bin.74
EHA04768_bin.80
EHA04768_bin.83
EHA04768_bin.88
EHA04768_bin.90
EHA04768_bin.92
EHA04768_bin.96
EHA04772_bin.110
EHA04772_bin.117
EHA04772_bin.118
EHA04772_bin.119
EHA04772_bin.122
EHA04772_bin.123
EHA04772_bin.127
EHA04772_bin.130
EHA04772_bin.132
EHA04772_bin.135
EHA04772_bin.136
EHA04772_bin.137
EHA04772_bin.138
EHA04772_bin.15
EHA04772_bin.19
EHA04772_bin.1
EHA04772_bin.20
EHA04772_bin.22
EHA04772_bin.25
EHA04772_bin.27
EHA04772_bin.40
EHA04772_bin.47
EHA04772_bin.4
EHA04772_bin.66
EHA04772_bin.67
EHA04772_bin.70
EHA04772_bin.77
EHA04772_bin.7
EHA04772_bin.84
EHA04772_bin.93
EHA04772_bin.99
EHA04776_bin.100
EHA04776_bin.101
EHA04776_bin.103
EHA04776_bin.104
EHA04776_bin.105
EHA04776_bin.114
EHA04776_bin.120
EHA04776_bin.12
EHA04776_bin.18
EHA04776_bin.35
EHA04776_bin.38
EHA04776_bin.39
EHA04776_bin.50
EHA04776_bin.51
EHA04776_bin.62
EHA04776_bin.66
EHA04776_bin.69
EHA04776_bin.71
EHA04776_bin.74
EHA04776_bin.76
EHA04776_bin.78
EHA04776_bin.86
EHA04776_bin.90
EHA04776_bin.94
EHA04781_bin.101
EHA04781_bin.107
EHA04781_bin.108
EHA04781_bin.12
EHA04781_bin.16
EHA04781_bin.23
EHA04781_bin.28
EHA04781_bin.32
EHA04781_bin.46
EHA04781_bin.72
EHA04781_bin.73
EHA04781_bin.76
EHA04781_bin.80
EHA04781_bin.81
EHA04781_bin.84
EHA04781_bin.91
EHA04781_bin.96
EHA04781_bin.97
EHA04784_bin.101
EHA04784_bin.103
EHA04784_bin.104
EHA04784_bin.109
EHA04784_bin.11
EHA04784_bin.121
EHA04784_bin.122
EHA04784_bin.126
EHA04784_bin.128
EHA04784_bin.129
EHA04784_bin.136
EHA04784_bin.144
EHA04784_bin.148
EHA04784_bin.26
EHA04784_bin.28
EHA04784_bin.2
EHA04784_bin.33
EHA04784_bin.36
EHA04784_bin.42
EHA04784_bin.43
EHA04784_bin.47
EHA04784_bin.50
EHA04784_bin.59
EHA04784_bin.5
EHA04784_bin.77
EHA04784_bin.79
EHA04784_bin.7
EHA04784_bin.88
EHA04784_bin.90
EHA04784_bin.94
EHA04789_bin.103
EHA04789_bin.109
EHA04789_bin.11
EHA04789_bin.20
EHA04789_bin.26
EHA04789_bin.27
EHA04789_bin.29
EHA04789_bin.38
EHA04789_bin.40
EHA04789_bin.45
EHA04789_bin.49
EHA04789_bin.5
EHA04789_bin.70
EHA04789_bin.72
EHA04789_bin.75
EHA04789_bin.86
EHA04789_bin.87
EHA04789_bin.90
EHA04789_bin.97
EHA04794_bin.16
EHA04794_bin.27
EHA04794_bin.35
EHA04794_bin.36
EHA04794_bin.37
EHA04794_bin.40
EHA04794_bin.43
EHA04794_bin.47
EHA04794_bin.8
EHA04796_bin.118
EHA04796_bin.19
EHA04796_bin.28
EHA04796_bin.30
EHA04796_bin.35
EHA04796_bin.37
EHA04796_bin.39
EHA04796_bin.41
EHA04796_bin.58
EHA04796_bin.60
EHA04796_bin.62
EHA04796_bin.64
EHA04796_bin.68
EHA04796_bin.69
EHA04796_bin.74
EHA04796_bin.76
EHA04796_bin.90
EHA04796_bin.91
EHA04800_bin.10
EHA04800_bin.13
EHA04800_bin.14
EHA04800_bin.19
EHA04800_bin.22
EHA04800_bin.33
EHA04800_bin.39
EHA04800_bin.44
EHA04800_bin.45
EHA04800_bin.46
EHA04800_bin.48
EHA04800_bin.50
EHA04800_bin.51
EHA04800_bin.55
EHA04800_bin.7
EHA04804_bin.100
EHA04804_bin.12
EHA04804_bin.18
EHA04804_bin.20
EHA04804_bin.24
EHA04804_bin.26
EHA04804_bin.29
EHA04804_bin.47
EHA04804_bin.48
EHA04804_bin.4
EHA04804_bin.50
EHA04804_bin.5
EHA04804_bin.64
EHA04804_bin.75
EHA04804_bin.78
EHA04804_bin.79
EHA04804_bin.87
EHA04804_bin.89
EHA04804_bin.8
EHA04804_bin.90
EHA04804_bin.95
EHA04808_bin.103
EHA04808_bin.106
EHA04808_bin.109
EHA04808_bin.122
EHA04808_bin.128
EHA04808_bin.1
EHA04808_bin.20
EHA04808_bin.22
EHA04808_bin.25
EHA04808_bin.44
EHA04808_bin.48
EHA04808_bin.50
EHA04808_bin.55
EHA04808_bin.66
EHA04808_bin.67
EHA04808_bin.76
EHA04808_bin.82
EHA04808_bin.9
EHA04812_bin.24
EHA04812_bin.31
EHA04812_bin.33
EHA04812_bin.3
EHA04812_bin.41
EHA04812_bin.64
EHA04812_bin.69
EHA04812_bin.79
EHA04812_bin.80
EHA04812_bin.87
EHA04812_bin.93
